Informe de datos;;;;;
Archivo creado el:2022-05-28 17:48:10;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:10:10
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V743;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2096;;MKT;19,8;
Primera lectura;2022-05-21 11:10:10;;Última lectura;2022-05-28 17:45:10;
Máximo(Temperatura);26,1°C;;Mínimo(Temperatura);18,3°C;
Promedio(Temperatura);19,7°C;;Tiempo de grabación;7D 6H 35M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);80,0%;;Mínimo(Humedad);60,1%;
Promedio(Humedad);74,0%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:10:10;23,2;63,1;;
2;2022-05-21 11:15:10;22,2;63,4;;
3;2022-05-21 11:20:10;21,2;66;;
4;2022-05-21 11:25:10;20,7;67,7;;
5;2022-05-21 11:30:10;20,4;68,6;;
6;2022-05-21 11:35:10;20,2;69,4;;
7;2022-05-21 11:40:10;20,1;69,9;;
8;2022-05-21 11:45:10;20,1;70,3;;
9;2022-05-21 11:50:10;20;70,7;;
10;2022-05-21 11:55:10;20;71,2;;
11;2022-05-21 12:00:10;20;71,2;;
12;2022-05-21 12:05:10;20;71,2;;
13;2022-05-21 12:10:10;19,9;71,2;;
14;2022-05-21 12:15:10;19,9;71,6;;
15;2022-05-21 12:20:10;19,9;71,6;;
16;2022-05-21 12:25:10;19,9;71,6;;
17;2022-05-21 12:30:10;19,9;71,6;;
18;2022-05-21 12:35:10;19,9;72,1;;
19;2022-05-21 12:40:10;19,9;72;;
20;2022-05-21 12:45:10;19,9;72,5;;
21;2022-05-21 12:50:10;19,9;72,5;;
22;2022-05-21 12:55:10;19,9;72,9;;
23;2022-05-21 13:00:10;19,9;72,9;;
24;2022-05-21 13:05:10;19,9;72,9;;
25;2022-05-21 13:10:10;20;73,4;;
26;2022-05-21 13:15:10;20;73,4;;
27;2022-05-21 13:20:10;20;73,4;;
28;2022-05-21 13:25:10;20,1;73,4;;
29;2022-05-21 13:30:10;20,1;73,8;;
30;2022-05-21 13:35:10;20,1;73,8;;
31;2022-05-21 13:40:10;20,2;73,8;;
32;2022-05-21 13:45:10;20,2;73,8;;
33;2022-05-21 13:50:10;20,2;73,8;;
34;2022-05-21 13:55:10;20,2;73,8;;
35;2022-05-21 14:00:10;20,2;74,3;;
36;2022-05-21 14:05:10;20,2;74,3;;
37;2022-05-21 14:10:10;20,3;74,3;;
38;2022-05-21 14:15:10;20,3;74,3;;
39;2022-05-21 14:20:10;20,3;74,7;;
40;2022-05-21 14:25:10;20,3;74,7;;
41;2022-05-21 14:30:10;20,3;74,7;;
42;2022-05-21 14:35:10;20,3;75,1;;
43;2022-05-21 14:40:10;20,3;74,7;;
44;2022-05-21 14:45:10;20,3;74,7;;
45;2022-05-21 14:50:10;20,3;74,7;;
46;2022-05-21 14:55:10;20,3;74,7;;
47;2022-05-21 15:00:10;20,3;74,7;;
