Informe de datos;;;;;
Archivo creado el:2022-05-28 18:15:06;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:45
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V774;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2097;;MKT;20,8;
Primera lectura;2022-05-21 11:33:45;;Última lectura;2022-05-28 18:13:45;
Máximo(Temperatura);24,7°C;;Mínimo(Temperatura);17,8°C;
Promedio(Temperatura);20,7°C;;Tiempo de grabación;7D 6H 40M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,1%;;Mínimo(Humedad);55,7%;
Promedio(Humedad);69,7%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:45;23,9;60,2;;
2;2022-05-21 11:38:45;22,9;62,5;;
3;2022-05-21 11:43:45;22,2;64,3;;
4;2022-05-21 11:48:45;21,5;65,1;;
5;2022-05-21 11:53:45;21,1;65,9;;
6;2022-05-21 11:58:45;20,9;66,8;;
7;2022-05-21 12:03:45;20,6;67,2;;
8;2022-05-21 12:08:45;20,5;67,6;;
9;2022-05-21 12:13:45;20,4;68,1;;
10;2022-05-21 12:18:45;20,3;68,5;;
11;2022-05-21 12:23:45;20,3;68,9;;
12;2022-05-21 12:28:45;20,3;68,9;;
13;2022-05-21 12:33:45;20,3;69,4;;
14;2022-05-21 12:38:45;20,2;69,4;;
15;2022-05-21 12:43:45;20,2;69,4;;
16;2022-05-21 12:48:45;20,2;69,8;;
17;2022-05-21 12:53:45;20,2;69,8;;
18;2022-05-21 12:58:45;20,2;70,3;;
19;2022-05-21 13:03:45;20,2;70,3;;
20;2022-05-21 13:08:45;24,7;75,7;;
21;2022-05-21 13:13:45;24,2;65;;
22;2022-05-21 13:18:45;23;65,3;;
23;2022-05-21 13:23:45;22,6;66,6;;
24;2022-05-21 13:28:45;22,4;67;;
25;2022-05-21 13:33:45;22,4;67,5;;
26;2022-05-21 13:38:45;22,4;67,5;;
27;2022-05-21 13:43:45;22,4;67,1;;
28;2022-05-21 13:48:45;22,4;67,1;;
29;2022-05-21 13:53:45;22,4;67,1;;
30;2022-05-21 13:58:45;22,3;67,5;;
31;2022-05-21 14:03:45;22,3;68;;
32;2022-05-21 14:08:45;22,4;68;;
33;2022-05-21 14:13:45;22,3;68;;
34;2022-05-21 14:18:45;22,3;68;;
35;2022-05-21 14:23:45;22,3;68,4;;
36;2022-05-21 14:28:45;22,2;68,8;;
37;2022-05-21 14:33:45;22,2;68,4;;
38;2022-05-21 14:38:45;22,1;68,4;;
39;2022-05-21 14:43:45;22;68,3;;
40;2022-05-21 14:48:45;22;67,9;;
41;2022-05-21 14:53:45;22;68,3;;
42;2022-05-21 14:58:45;21,9;68,3;;
43;2022-05-21 15:03:45;21,9;68,3;;
44;2022-05-21 15:08:45;21,9;68,3;;
45;2022-05-21 15:13:45;21,9;67,9;;
46;2022-05-21 15:18:45;21,9;67,9;;
47;2022-05-21 15:23:45;21,9;67,9;;
