RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V454;;
Number;7186E00395;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-17 00:00:00;;
Temperature Maximum;25.2°C;;
Temperature Minimum;18.6°C;;
Temperature Average;20.8°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;51.4%RH;;
Humidity Minimum;39.9%RH;;
Humidity Average;45.7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 13:15:22;;
End Time;2022-03-10 21:35:22;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 13:15:22;22.5;43.9
2;2022-03-03 13:20:22;23.3;42.9
3;2022-03-03 13:25:22;22;42.8
4;2022-03-03 13:30:22;21.3;43.8
5;2022-03-03 13:35:22;20.9;44.8
6;2022-03-03 13:40:22;20.6;44.7
7;2022-03-03 13:45:22;20.5;45.3
8;2022-03-03 13:50:22;20.4;45.2
9;2022-03-03 13:55:22;20.4;45.8
10;2022-03-03 14:00:22;20.4;45.8
11;2022-03-03 14:05:22;20.3;45.8
12;2022-03-03 14:10:22;20.4;45.8
13;2022-03-03 14:15:22;20.4;46.3
14;2022-03-03 14:20:22;20.4;45.8
15;2022-03-03 14:25:22;20.4;46.3
16;2022-03-03 14:30:22;20.6;46.8
17;2022-03-03 14:35:22;20.8;46.3
18;2022-03-03 14:40:22;20.9;45.8
19;2022-03-03 14:45:22;21;45.8
20;2022-03-03 14:50:22;21;46.3
21;2022-03-03 14:55:22;20.7;46.3
22;2022-03-03 15:00:22;20.6;46.8
23;2022-03-03 15:05:22;20.6;46.8
24;2022-03-03 15:10:22;20.5;46.8
25;2022-03-03 15:15:22;20.5;46.8
26;2022-03-03 15:20:22;20.5;46.8
27;2022-03-03 15:25:22;20.5;46.8
28;2022-03-03 15:30:22;20.5;46.8
29;2022-03-03 15:35:22;20.6;46.3
30;2022-03-03 15:40:22;20.6;46.3
31;2022-03-03 15:45:22;20.5;46.3
32;2022-03-03 15:50:22;20.6;46.8
33;2022-03-03 15:55:22;20.7;46.8
34;2022-03-03 16:00:22;20.6;46.3
35;2022-03-03 16:05:22;20.5;46.8
36;2022-03-03 16:10:22;20.4;46.8
37;2022-03-03 16:15:22;20.3;46.8
38;2022-03-03 16:20:22;20.3;46.8
39;2022-03-03 16:25:22;20.3;46.3
40;2022-03-03 16:30:22;20.3;46.3
41;2022-03-03 16:35:22;20.3;46.3
42;2022-03-03 16:40:22;20.3;46.3
43;2022-03-03 16:45:22;20.2;46.3
44;2022-03-03 16:50:22;20.3;46.3
45;2022-03-03 16:55:22;20.3;46.8
46;2022-03-03 17:00:22;20.3;46.8
47;2022-03-03 17:05:22;20.3;46.8
48;2022-03-03 17:10:22;20.3;46.8
49;2022-03-03 17:15:22;20.3;46.8
50;2022-03-03 17:20:22;20.3;46.8
51;2022-03-03 17:25:22;20.2;46.3
52;2022-03-03 17:30:22;20.1;46.2
