RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V73;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3601;;
Temperature Maximum;24,6°C;;
Temperature Minimum;11,9°C;;
Temperature Average;16,5°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65,8%RH;;
Humidity Minimum;45,9%RH;;
Humidity Average;57,6%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:56;;
End Time;28-05-2022 21:56;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:56:05;17,1;47,9
2;2022-05-16 10:01:05;17,1;48,4
3;2022-05-16 10:06:05;17;48,9
4;2022-05-16 10:11:05;16,9;48,9
5;2022-05-16 10:16:05;16,8;49,4
6;2022-05-16 10:21:05;16,7;49,4
7;2022-05-16 10:26:05;16,7;49,4
8;2022-05-16 10:31:05;16,6;49,4
9;2022-05-16 10:36:05;16,5;49,9
10;2022-05-16 10:41:05;16,5;50,4
11;2022-05-16 10:46:05;16,4;50,4
12;2022-05-16 10:51:05;16,4;50,4
13;2022-05-16 10:56:05;16,4;50,9
14;2022-05-16 11:01:05;16,6;51,4
15;2022-05-16 11:06:05;16,9;52
16;2022-05-16 11:11:05;17,2;51
17;2022-05-16 11:16:05;17,4;50,5
18;2022-05-16 11:21:05;17,5;50
19;2022-05-16 11:26:05;17,5;49,5
20;2022-05-16 11:31:05;17,5;49,5
21;2022-05-16 11:36:05;17,5;49
22;2022-05-16 11:41:05;17,4;49,5
23;2022-05-16 11:46:05;17,4;49,5
24;2022-05-16 11:51:05;17,4;50
25;2022-05-16 11:56:05;17,3;50
26;2022-05-16 12:01:05;17,3;50
27;2022-05-16 12:06:05;17,2;50
28;2022-05-16 12:11:05;17,2;50
29;2022-05-16 12:16:05;17,2;50,5
30;2022-05-16 12:21:05;17,1;50,5
31;2022-05-16 12:26:05;17,1;50,5
32;2022-05-16 12:31:05;17;50,5
33;2022-05-16 12:36:05;17;50,5
34;2022-05-16 12:41:05;17;50,5
35;2022-05-16 12:46:05;16,9;50,5
36;2022-05-16 12:51:05;16,9;50,4
37;2022-05-16 12:56:05;16,9;50,4
38;2022-05-16 13:01:05;16,9;50,4
39;2022-05-16 13:06:05;16,9;50,4
40;2022-05-16 13:11:05;16,8;50,4
41;2022-05-16 13:16:05;16,8;50,9
42;2022-05-16 13:21:05;16,8;50,9
43;2022-05-16 13:26:05;16,8;50,4
44;2022-05-16 13:31:05;16,8;50,9
45;2022-05-16 13:36:05;16,8;50,9
46;2022-05-16 13:41:05;16,8;50,9
47;2022-05-16 13:46:05;16,8;50,9
48;2022-05-16 13:51:05;16,8;50,9
49;2022-05-16 13:56:05;16,8;50,9
50;2022-05-16 14:01:05;16,8;50,9
51;2022-05-16 14:06:05;16,8;50,9
52;2022-05-16 14:11:05;16,8;50,9
53;2022-05-16 14:16:05;16,8;50,9
54;2022-05-16 14:21:05;16,9;51,4
55;2022-05-16 14:26:05;16,9;51,4
56;2022-05-16 14:31:05;16,9;51,5
57;2022-05-16 14:36:05;17;51,5
58;2022-05-16 14:41:05;17,1;51,5
59;2022-05-16 14:46:05;17,2;51,5
60;2022-05-16 14:51:05;17,3;51,5
61;2022-05-16 14:56:05;17,3;51,5
62;2022-05-16 15:01:05;17,4;51,5
63;2022-05-16 15:06:05;17,6;53,5
64;2022-05-16 15:11:05;19,1;51,2
65;2022-05-16 15:16:05;19,7;53,8
66;2022-05-16 15:21:05;20,3;54,4
67;2022-05-16 15:26:05;20,9;57
68;2022-05-16 15:31:05;21,9;60,1
69;2022-05-16 15:36:05;23;59,3
70;2022-05-16 15:41:05;24;60,4
71;2022-05-16 15:46:05;24,6;56,1
72;2022-05-16 15:51:05;23,9;51,9
73;2022-05-16 15:56:05;23,3;50,3
74;2022-05-16 16:01:05;23;50,3
75;2022-05-16 16:06:05;23;48,7
76;2022-05-16 16:11:05;21,7;45,9
77;2022-05-16 16:16:05;20,3;46,8
78;2022-05-16 16:21:05;19,6;47,7
79;2022-05-16 16:26:05;19,2;48,2
80;2022-05-16 16:31:05;19,1;48,7
81;2022-05-16 16:36:05;18,9;48,7
82;2022-05-16 16:41:05;18,8;48,7
83;2022-05-16 16:46:05;18,7;49,2
84;2022-05-16 16:51:05;18,7;49,2
85;2022-05-16 16:56:05;18,6;49,7
86;2022-05-16 17:01:05;18,6;49,7
87;2022-05-16 17:06:05;18,6;49,6
88;2022-05-16 17:11:05;18,5;49,6
89;2022-05-16 17:16:05;18,5;49,6
90;2022-05-16 17:21:05;18,4;49,6
91;2022-05-16 17:26:05;18,4;49,6
92;2022-05-16 17:31:05;18,3;49,6
93;2022-05-16 17:36:05;18,2;50,1
94;2022-05-16 17:41:05;18,1;50,1
95;2022-05-16 17:46:05;18;50,1
96;2022-05-16 17:51:05;18;50,6
97;2022-05-16 17:56:05;17,9;50,6
98;2022-05-16 18:01:05;17,8;50,6
99;2022-05-16 18:06:05;17,7;51,1
100;2022-05-16 18:11:05;17,6;51
101;2022-05-16 18:16:05;17,5;51
102;2022-05-16 18:21:05;17,4;51,5
103;2022-05-16 18:26:05;17,3;51,5
104;2022-05-16 18:31:05;17,2;51,5
105;2022-05-16 18:36:05;17,1;51,5
106;2022-05-16 18:41:05;17;52
107;2022-05-16 18:46:05;16,9;51,9
108;2022-05-16 18:51:05;16,8;52,4
109;2022-05-16 18:56:05;16,7;52,4
110;2022-05-16 19:01:05;16,7;52,4
111;2022-05-16 19:06:05;16,6;52,4
112;2022-05-16 19:11:05;16,5;52,4
113;2022-05-16 19:16:05;16,4;52,9
114;2022-05-16 19:21:05;16,4;52,9
115;2022-05-16 19:26:05;16,3;53,3
116;2022-05-16 19:31:05;16,2;53,3
117;2022-05-16 19:36:05;16,1;53,3
118;2022-05-16 19:41:05;16,1;53,3
119;2022-05-16 19:46:05;16;53,3
120;2022-05-16 19:51:05;16;53,3
121;2022-05-16 19:56:05;15,9;53,8
122;2022-05-16 20:01:05;15,9;53,8
123;2022-05-16 20:06:05;15,8;53,8
124;2022-05-16 20:11:05;15,8;53,8
125;2022-05-16 20:16:05;15,7;53,8
126;2022-05-16 20:21:05;15,7;53,8
127;2022-05-16 20:26:05;15,6;54,2
128;2022-05-16 20:31:05;15,6;54,2
129;2022-05-16 20:36:05;15,6;54,2
130;2022-05-16 20:41:05;15,5;54,2
131;2022-05-16 20:46:05;15,5;54,2
132;2022-05-16 20:51:05;15,4;54,2
133;2022-05-16 20:56:05;15,4;54,7
134;2022-05-16 21:01:05;15,4;54,7
135;2022-05-16 21:06:05;15,4;54,7
136;2022-05-16 21:11:05;15,4;54,7
137;2022-05-16 21:16:05;15,3;55,2
138;2022-05-16 21:21:05;15,3;55,2
139;2022-05-16 21:26:05;15,3;55,2
140;2022-05-16 21:31:05;15,2;55,2
141;2022-05-16 21:36:05;15,2;55,1
142;2022-05-16 21:41:05;15,1;55,1
143;2022-05-16 21:46:05;15,1;55,1
144;2022-05-16 21:51:05;15,1;55,1
145;2022-05-16 21:56:05;15;55,1
146;2022-05-16 22:01:05;15;55,1
147;2022-05-16 22:06:05;15;55,6
148;2022-05-16 22:11:05;14,9;55,6
149;2022-05-16 22:16:05;14,9;55,6
150;2022-05-16 22:21:05;14,8;55,6
151;2022-05-16 22:26:05;14,8;55,6
152;2022-05-16 22:31:05;14,8;55,6
153;2022-05-16 22:36:05;14,7;55,6
154;2022-05-16 22:41:05;14,7;55,6
155;2022-05-16 22:46:05;14,7;56,1
156;2022-05-16 22:51:05;14,7;56
157;2022-05-16 22:56:05;14,6;56
158;2022-05-16 23:01:05;14,6;56
159;2022-05-16 23:06:05;14,6;56
160;2022-05-16 23:11:05;14,5;56
161;2022-05-16 23:16:05;14,5;56
162;2022-05-16 23:21:05;14,5;56
163;2022-05-16 23:26:05;14,4;56
164;2022-05-16 23:31:05;14,4;56
165;2022-05-16 23:36:05;14,4;56
166;2022-05-16 23:41:05;14,3;56
167;2022-05-16 23:46:05;14,3;56
168;2022-05-16 23:51:05;14,3;56
169;2022-05-16 23:56:05;14,2;56
170;2022-05-17 00:01:05;14,2;56
171;2022-05-17 00:06:05;14,2;56
172;2022-05-17 00:11:05;14,2;56
173;2022-05-17 00:16:05;14,1;56
174;2022-05-17 00:21:05;14,1;56
175;2022-05-17 00:26:05;14,1;56
176;2022-05-17 00:31:05;14,1;56
177;2022-05-17 00:36:05;14;56
178;2022-05-17 00:41:05;14;56
179;2022-05-17 00:46:05;14;56
180;2022-05-17 00:51:05;14;56
181;2022-05-17 00:56:05;14;56,4
182;2022-05-17 01:01:05;14;55,9
183;2022-05-17 01:06:05;13,9;56,4
184;2022-05-17 01:11:05;13,9;55,9
185;2022-05-17 01:16:05;13,9;55,9
186;2022-05-17 01:21:05;13,9;55,9
187;2022-05-17 01:26:05;13,8;55,9
188;2022-05-17 01:31:05;13,8;55,9
189;2022-05-17 01:36:05;13,8;55,9
190;2022-05-17 01:41:05;13,7;55,9
191;2022-05-17 01:46:05;13,7;55,9
192;2022-05-17 01:51:05;13,7;55,9
193;2022-05-17 01:56:05;13,6;55,9
194;2022-05-17 02:01:05;13,6;55,9
195;2022-05-17 02:06:05;13,6;55,9
196;2022-05-17 02:11:05;13,6;55,9
197;2022-05-17 02:16:05;13,5;55,9
198;2022-05-17 02:21:05;13,5;55,9
199;2022-05-17 02:26:05;13,5;55,9
200;2022-05-17 02:31:05;13,5;55,4
201;2022-05-17 02:36:05;13,4;55,9
202;2022-05-17 02:41:05;13,4;55,4
