Informe de datos;;;;;
Archivo creado el:2022-05-28 18:45:10;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:34:06
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V744;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2103;;MKT;20,3;
Primera lectura;2022-05-21 11:34:06;;Última lectura;2022-05-28 18:44:06;
Máximo(Temperatura);26,2°C;;Mínimo(Temperatura);17,4°C;
Promedio(Temperatura);20,2°C;;Tiempo de grabación;7D 7H 10M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,4%;;Mínimo(Humedad);56,6%;
Promedio(Humedad);70,5%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:34:06;23,7;59,8;;
2;2022-05-21 11:39:06;22,6;62,5;;
3;2022-05-21 11:44:06;22;64,3;;
4;2022-05-21 11:49:06;21,4;65,1;;
5;2022-05-21 11:54:06;20,9;65,9;;
6;2022-05-21 11:59:06;20,6;67,2;;
7;2022-05-21 12:04:06;21,5;65,5;;
8;2022-05-21 12:09:06;21,5;64,6;;
9;2022-05-21 12:14:06;21,6;64,7;;
10;2022-05-21 12:19:06;21;65,9;;
11;2022-05-21 12:24:06;20,7;66,3;;
12;2022-05-21 12:29:06;20,5;66,3;;
13;2022-05-21 12:34:06;20,8;68,6;;
14;2022-05-21 12:39:06;21,2;68,2;;
15;2022-05-21 12:44:06;21,5;67,8;;
16;2022-05-21 12:49:06;21,5;67,4;;
17;2022-05-21 12:54:06;21,6;67,9;;
18;2022-05-21 12:59:06;21,7;67;;
19;2022-05-21 13:04:06;23,6;72,7;;
20;2022-05-21 13:09:06;23,4;65,4;;
21;2022-05-21 13:14:06;22,5;65,3;;
22;2022-05-21 13:19:06;22,2;65,7;;
23;2022-05-21 13:24:06;22,5;65,7;;
24;2022-05-21 13:29:06;22,1;66,6;;
25;2022-05-21 13:34:06;22;67,5;;
26;2022-05-21 13:39:06;22;67;;
27;2022-05-21 13:44:06;21,9;67;;
28;2022-05-21 13:49:06;21,9;67;;
29;2022-05-21 13:54:06;21,9;67,5;;
30;2022-05-21 13:59:06;21,9;67,9;;
31;2022-05-21 14:04:06;21,9;67,9;;
32;2022-05-21 14:09:06;21,9;68,4;;
33;2022-05-21 14:14:06;21,9;68,4;;
34;2022-05-21 14:19:06;21,9;68,4;;
35;2022-05-21 14:24:06;21,9;68,8;;
36;2022-05-21 14:29:06;21,8;69,3;;
37;2022-05-21 14:34:06;21,8;68,3;;
38;2022-05-21 14:39:06;21,7;68,3;;
39;2022-05-21 14:44:06;21,7;68,3;;
40;2022-05-21 14:49:06;21,7;67,9;;
41;2022-05-21 14:54:06;21,6;67,9;;
42;2022-05-21 14:59:06;21,6;68,3;;
43;2022-05-21 15:04:06;21,6;68,3;;
44;2022-05-21 15:09:06;21,6;67,9;;
45;2022-05-21 15:14:06;21,6;67,9;;
46;2022-05-21 15:19:06;21,6;67,9;;
47;2022-05-21 15:24:06;21,6;67,9;;
