RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V530;;
Number;V530;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3620;;
Temperature Maximum;26°C;;
Temperature Minimum;12,1°C;;
Temperature Average;16,8°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;72,5%RH;;
Humidity Minimum;44,4%RH;;
Humidity Average;57,9%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:58;;
End Time;28-05-2022 23:33;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:58:13;18,4;47
2;2022-05-16 10:03:13;19,7;50,7
3;2022-05-16 10:08:13;19,8;50,7
4;2022-05-16 10:13:13;20;50,2
5;2022-05-16 10:18:13;20;49,2
6;2022-05-16 10:23:13;19,6;44,6
7;2022-05-16 10:28:13;17,5;44,4
8;2022-05-16 10:33:13;16,6;45,3
9;2022-05-16 10:38:13;16,1;46,2
10;2022-05-16 10:43:13;15,7;47,2
11;2022-05-16 10:48:13;15,6;47,2
12;2022-05-16 10:53:13;15,5;47,7
13;2022-05-16 10:58:13;15,5;47,7
14;2022-05-16 11:03:13;15,5;47,7
15;2022-05-16 11:08:13;15,5;47,7
16;2022-05-16 11:13:13;15,6;47,7
17;2022-05-16 11:18:13;15,6;47,7
18;2022-05-16 11:23:13;15,7;47,7
19;2022-05-16 11:28:13;15,7;47,7
20;2022-05-16 11:33:13;15,8;48,2
21;2022-05-16 11:38:13;15,8;47,7
22;2022-05-16 11:43:13;15,9;48,2
23;2022-05-16 11:48:13;15,9;47,7
24;2022-05-16 11:53:13;16;48,3
25;2022-05-16 11:58:13;16,1;48,3
26;2022-05-16 12:03:13;16,1;48,3
27;2022-05-16 12:08:13;16,2;48,3
28;2022-05-16 12:13:13;16,2;48,3
29;2022-05-16 12:18:13;16,2;48,3
30;2022-05-16 12:23:13;16,3;48,3
31;2022-05-16 12:28:13;16,3;49,3
32;2022-05-16 12:33:13;16,4;49,3
33;2022-05-16 12:38:13;16,5;49,3
34;2022-05-16 12:43:13;16,5;48,8
35;2022-05-16 12:48:13;16,6;48,8
36;2022-05-16 12:53:13;16,6;48,8
37;2022-05-16 12:58:13;16,7;48,8
38;2022-05-16 13:03:13;16,7;48,8
39;2022-05-16 13:08:13;16,8;49,4
40;2022-05-16 13:13:13;16,8;48,9
41;2022-05-16 13:18:13;16,8;49,4
42;2022-05-16 13:23:13;16,8;49,4
43;2022-05-16 13:28:13;16,9;49,4
44;2022-05-16 13:33:13;16,9;49,4
45;2022-05-16 13:38:13;16,9;49,4
46;2022-05-16 13:43:13;17;49,9
47;2022-05-16 13:48:13;17;49,9
48;2022-05-16 13:53:13;17,1;49,9
49;2022-05-16 13:58:13;17,1;49,9
50;2022-05-16 14:03:13;17,2;49,4
51;2022-05-16 14:08:13;17,2;49,4
52;2022-05-16 14:13:13;17,3;49,4
53;2022-05-16 14:18:13;17,3;49,9
54;2022-05-16 14:23:13;17,4;49,4
55;2022-05-16 14:28:13;17,4;49,9
56;2022-05-16 14:33:13;17,5;50
57;2022-05-16 14:38:13;17,5;50
58;2022-05-16 14:43:13;17,5;50,5
59;2022-05-16 14:48:13;17,6;50,5
60;2022-05-16 14:53:13;17,6;50,5
61;2022-05-16 14:58:13;17,6;50,5
62;2022-05-16 15:03:13;17,7;50,5
63;2022-05-16 15:08:13;17,7;51
64;2022-05-16 15:13:13;17,7;51
65;2022-05-16 15:18:13;17,7;51
66;2022-05-16 15:23:13;17,8;51
67;2022-05-16 15:28:13;17,8;51
68;2022-05-16 15:33:13;17,8;51
69;2022-05-16 15:38:13;17,8;51
70;2022-05-16 15:43:13;17,8;50,5
71;2022-05-16 15:48:13;17,9;51
72;2022-05-16 15:53:13;17,9;50,5
73;2022-05-16 15:58:13;17,9;51
74;2022-05-16 16:03:13;17,9;50,5
75;2022-05-16 16:08:13;17,9;50,5
76;2022-05-16 16:13:13;17,9;50,5
77;2022-05-16 16:18:13;18,1;50,5
78;2022-05-16 16:23:13;18,2;50,5
79;2022-05-16 16:28:13;18,2;50,5
80;2022-05-16 16:33:13;18,2;51
81;2022-05-16 16:38:13;18,2;50,6
82;2022-05-16 16:43:13;18,2;50,5
83;2022-05-16 16:48:13;18,2;50,5
84;2022-05-16 16:53:13;18,1;50,5
85;2022-05-16 16:58:13;18;51
86;2022-05-16 17:03:13;18;51
87;2022-05-16 17:08:13;17,9;51
88;2022-05-16 17:13:13;17,9;51
89;2022-05-16 17:18:13;17,8;51,5
90;2022-05-16 17:23:13;17,8;51,5
91;2022-05-16 17:28:13;17,7;51,5
92;2022-05-16 17:33:13;17,7;51,5
93;2022-05-16 17:38:13;17,6;51,5
94;2022-05-16 17:43:13;17,5;52
95;2022-05-16 17:48:13;17,5;52
96;2022-05-16 17:53:13;17,5;52
97;2022-05-16 17:58:13;17,4;51,9
98;2022-05-16 18:03:13;17,3;51,9
99;2022-05-16 18:08:13;17,2;52,4
100;2022-05-16 18:13:13;17,2;52,4
101;2022-05-16 18:18:13;17,1;52,4
102;2022-05-16 18:23:13;17;52,4
103;2022-05-16 18:28:13;17;52,4
104;2022-05-16 18:33:13;16,9;52,4
105;2022-05-16 18:38:13;16,8;52,9
106;2022-05-16 18:43:13;16,8;52,9
107;2022-05-16 18:48:13;16,8;53,4
108;2022-05-16 18:53:13;16,7;53,3
109;2022-05-16 18:58:13;16,7;53,3
110;2022-05-16 19:03:13;16,6;53,3
111;2022-05-16 19:08:13;16,5;53,3
112;2022-05-16 19:13:13;16,5;53,8
113;2022-05-16 19:18:13;16,4;53,8
114;2022-05-16 19:23:13;16,4;53,8
115;2022-05-16 19:28:13;16,3;53,8
116;2022-05-16 19:33:13;16,2;53,8
117;2022-05-16 19:38:13;16,2;53,8
118;2022-05-16 19:43:13;16,2;54,3
119;2022-05-16 19:48:13;16,2;54,2
120;2022-05-16 19:53:13;16,1;54,2
121;2022-05-16 19:58:13;16,1;54,2
122;2022-05-16 20:03:13;16,1;54,7
123;2022-05-16 20:08:13;16;54,7
124;2022-05-16 20:13:13;16;54,7
125;2022-05-16 20:18:13;15,9;54,7
126;2022-05-16 20:23:13;15,9;54,7
127;2022-05-16 20:28:13;15,9;55,2
128;2022-05-16 20:33:13;15,8;55,2
129;2022-05-16 20:38:13;15,8;55,2
130;2022-05-16 20:43:13;15,8;55,2
131;2022-05-16 20:48:13;15,7;55,2
132;2022-05-16 20:53:13;15,7;55,2
133;2022-05-16 20:58:13;15,7;55,2
134;2022-05-16 21:03:13;15,6;55,2
135;2022-05-16 21:08:13;15,6;55,1
136;2022-05-16 21:13:13;15,6;55,6
137;2022-05-16 21:18:13;15,5;55,6
138;2022-05-16 21:23:13;15,5;55,6
139;2022-05-16 21:28:13;15,5;55,6
140;2022-05-16 21:33:13;15,5;55,6
141;2022-05-16 21:38:13;15,5;55,6
142;2022-05-16 21:43:13;15,4;55,6
143;2022-05-16 21:48:13;15,4;55,6
144;2022-05-16 21:53:13;15,3;55,6
145;2022-05-16 21:58:13;15,3;56,1
146;2022-05-16 22:03:13;15,3;56,1
147;2022-05-16 22:08:13;15,2;56,1
148;2022-05-16 22:13:13;15,2;56,1
149;2022-05-16 22:18:13;15,1;56
150;2022-05-16 22:23:13;15,1;56
151;2022-05-16 22:28:13;15,1;56
152;2022-05-16 22:33:13;15;56
153;2022-05-16 22:38:13;15;56
154;2022-05-16 22:43:13;14,9;56
155;2022-05-16 22:48:13;14,9;56
156;2022-05-16 22:53:13;14,9;56
157;2022-05-16 22:58:13;14,9;56
158;2022-05-16 23:03:13;14,8;56
159;2022-05-16 23:08:13;14,8;56
160;2022-05-16 23:13:13;14,8;56
161;2022-05-16 23:18:13;14,8;56
162;2022-05-16 23:23:13;14,8;56,5
163;2022-05-16 23:28:13;14,7;56,5
164;2022-05-16 23:33:13;14,7;56,5
165;2022-05-16 23:38:13;14,7;56,5
166;2022-05-16 23:43:13;14,7;56
167;2022-05-16 23:48:13;14,6;56,4
168;2022-05-16 23:53:13;14,6;56,4
169;2022-05-16 23:58:13;14,6;56,4
170;2022-05-17 00:03:13;14,6;56,4
171;2022-05-17 00:08:13;14,5;56,4
172;2022-05-17 00:13:13;14,5;56,4
173;2022-05-17 00:18:13;14,5;56,4
174;2022-05-17 00:23:13;14,4;56,4
175;2022-05-17 00:28:13;14,4;56,4
176;2022-05-17 00:33:13;14,4;56,4
177;2022-05-17 00:38:13;14,4;55,9
178;2022-05-17 00:43:13;14,3;55,9
179;2022-05-17 00:48:13;14,3;56,4
180;2022-05-17 00:53:13;14,3;56,4
181;2022-05-17 00:58:13;14,2;56,4
182;2022-05-17 01:03:13;14,2;56,4
183;2022-05-17 01:08:13;14,2;55,9
184;2022-05-17 01:13:13;14,2;55,9
185;2022-05-17 01:18:13;14,2;55,9
186;2022-05-17 01:23:13;14,2;55,9
187;2022-05-17 01:28:13;14,1;55,9
188;2022-05-17 01:33:13;14,1;55,9
189;2022-05-17 01:38:13;14,1;55,9
190;2022-05-17 01:43:13;14;55,9
191;2022-05-17 01:48:13;14;55,9
192;2022-05-17 01:53:13;14;55,9
193;2022-05-17 01:58:13;13,9;55,9
194;2022-05-17 02:03:13;13,9;55,9
195;2022-05-17 02:08:13;13,9;55,9
196;2022-05-17 02:13:13;13,9;55,9
197;2022-05-17 02:18:13;13,8;55,9
198;2022-05-17 02:23:13;13,8;55,9
199;2022-05-17 02:28:13;13,8;55,9
200;2022-05-17 02:33:13;13,8;55,8
201;2022-05-17 02:38:13;13,8;55,8
202;2022-05-17 02:43:13;13,7;55,4
203;2022-05-17 02:48:13;13,7;55,4
204;2022-05-17 02:53:13;13,7;55,3
205;2022-05-17 02:58:13;13,6;55,3
206;2022-05-17 03:03:13;13,6;55,3
207;2022-05-17 03:08:13;13,6;55,3
208;2022-05-17 03:13:13;13,5;55,3
209;2022-05-17 03:18:13;13,5;55,3
210;2022-05-17 03:23:13;13,5;54,8
211;2022-05-17 03:28:13;13,5;54,8
212;2022-05-17 03:33:13;13,5;54,8
213;2022-05-17 03:38:13;13,5;54,8
214;2022-05-17 03:43:13;13,4;55,3
215;2022-05-17 03:48:13;13,4;54,8
216;2022-05-17 03:53:13;13,4;54,8
217;2022-05-17 03:58:13;13,4;55,3
218;2022-05-17 04:03:13;13,3;55,3
219;2022-05-17 04:08:13;13,3;54,8
220;2022-05-17 04:13:13;13,3;54,8
221;2022-05-17 04:18:13;13,3;54,8
222;2022-05-17 04:23:13;13,3;54,8
223;2022-05-17 04:28:13;13,2;54,8
224;2022-05-17 04:33:13;13,2;54,8
225;2022-05-17 04:38:13;13,2;54,8
226;2022-05-17 04:43:13;13,2;54,8
227;2022-05-17 04:48:13;13,2;54,8
228;2022-05-17 04:53:13;13,1;54,8
229;2022-05-17 04:58:13;13,1;54,8
230;2022-05-17 05:03:13;13,1;54,3
231;2022-05-17 05:08:13;13;54,3
232;2022-05-17 05:13:13;13;54,8
233;2022-05-17 05:18:13;13;54,8
234;2022-05-17 05:23:13;13;54,8
235;2022-05-17 05:28:13;13;54,8
236;2022-05-17 05:33:13;13;54,8
237;2022-05-17 05:38:13;13;54,8
238;2022-05-17 05:43:13;13;54,8
239;2022-05-17 05:48:13;12,9;54,8
240;2022-05-17 05:53:13;12,9;54,3
241;2022-05-17 05:58:13;12,9;54,3
242;2022-05-17 06:03:13;12,9;54,3
243;2022-05-17 06:08:13;12,9;54,3
244;2022-05-17 06:13:13;12,9;54,3
245;2022-05-17 06:18:13;12,9;54,3
246;2022-05-17 06:23:13;12,8;54,8
247;2022-05-17 06:28:13;12,8;54,8
248;2022-05-17 06:33:13;12,8;54,7
249;2022-05-17 06:38:13;12,8;54,3
250;2022-05-17 06:43:13;12,8;54,3
251;2022-05-17 06:48:13;12,8;54,3
252;2022-05-17 06:53:13;12,8;54,3
253;2022-05-17 06:58:13;12,8;54,3
254;2022-05-17 07:03:13;12,8;54,2
255;2022-05-17 07:08:13;12,7;54,2
256;2022-05-17 07:13:13;12,7;54,2
257;2022-05-17 07:18:13;12,7;54,2
258;2022-05-17 07:23:13;12,7;54,2
259;2022-05-17 07:28:13;12,7;54,2
260;2022-05-17 07:33:13;12,7;54,2
261;2022-05-17 07:38:13;12,7;54,2
262;2022-05-17 07:43:13;12,7;54,2
263;2022-05-17 07:48:13;12,7;54,7
264;2022-05-17 07:53:13;12,7;54,7
265;2022-05-17 07:58:13;12,7;54,7
266;2022-05-17 08:03:13;12,7;54,7
267;2022-05-17 08:08:13;12,7;54,7
268;2022-05-17 08:13:13;12,7;54,7
269;2022-05-17 08:18:13;12,7;54,7
270;2022-05-17 08:23:13;12,8;54,7
271;2022-05-17 08:28:13;12,8;54,7
272;2022-05-17 08:33:13;12,8;55,2
273;2022-05-17 08:38:13;12,8;55,2
274;2022-05-17 08:43:13;12,9;55,2
275;2022-05-17 08:48:13;12,9;55,2
276;2022-05-17 08:53:13;13;54,8
277;2022-05-17 08:58:13;13;54,8
278;2022-05-17 09:03:13;13,1;54,8
279;2022-05-17 09:08:13;13,1;54,8
280;2022-05-17 09:13:13;13,2;54,8
281;2022-05-17 09:18:13;13,3;54,3
282;2022-05-17 09:23:13;13,3;54,8
283;2022-05-17 09:28:13;13,4;54,8
284;2022-05-17 09:33:13;13,5;54,8
285;2022-05-17 09:38:13;13,5;54,4
286;2022-05-17 09:43:13;13,5;54,4
287;2022-05-17 09:48:13;13,6;54,4
288;2022-05-17 09:53:13;13,7;54,9
289;2022-05-17 09:58:13;13,7;54,9
290;2022-05-17 10:03:13;13,8;54,9
291;2022-05-17 10:08:13;13,9;54,4
292;2022-05-17 10:13:13;14;54,4
293;2022-05-17 10:18:13;14;54,4
294;2022-05-17 10:23:13;14,1;54,4
295;2022-05-17 10:28:13;14,2;54,4
296;2022-05-17 10:33:13;14,2;54
297;2022-05-17 10:38:13;14,3;54,5
298;2022-05-17 10:43:13;14,4;54
299;2022-05-17 10:48:13;14,5;54
300;2022-05-17 10:53:13;14,6;54
301;2022-05-17 10:58:13;14,7;54
302;2022-05-17 11:03:13;14,7;54
303;2022-05-17 11:08:13;14,8;54,1
304;2022-05-17 11:13:13;14,8;54,1
305;2022-05-17 11:18:13;14,9;54,1
306;2022-05-17 11:23:13;15;54,1
307;2022-05-17 11:28:13;15;54,1
308;2022-05-17 11:33:13;15,1;54,1
309;2022-05-17 11:38:13;15,2;54,1
310;2022-05-17 11:43:13;15,3;53,6
311;2022-05-17 11:48:13;15,3;53,6
312;2022-05-17 11:53:13;15,4;53,6
313;2022-05-17 11:58:13;15,5;53,7
314;2022-05-17 12:03:13;15,5;53,7
315;2022-05-17 12:08:13;15,5;53,7
316;2022-05-17 12:13:13;15,6;53,7
317;2022-05-17 12:18:13;15,7;54,2
318;2022-05-17 12:23:13;15,8;53,7
