RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;v281;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3601;;
Temperature Maximum;24,7°C;;
Temperature Minimum;12°C;;
Temperature Average;16,5°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;66,7%RH;;
Humidity Minimum;45,9%RH;;
Humidity Average;59,1%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:51;;
End Time;28/5/2022 21:51;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:51:00;18,2;51,8
2;2022-05-16 09:56:00;18,6;51,3
3;2022-05-16 10:01:00;18,8;50,3
4;2022-05-16 10:06:00;18,8;48,8
5;2022-05-16 10:11:00;18,5;48,8
6;2022-05-16 10:16:00;18,2;48,7
7;2022-05-16 10:21:00;18;48,7
8;2022-05-16 10:26:00;18,2;51,8
9;2022-05-16 10:31:00;18;50,8
10;2022-05-16 10:36:00;18,2;53,8
11;2022-05-16 10:41:00;18,5;48,8
12;2022-05-16 10:46:00;18,9;51,4
13;2022-05-16 10:51:00;19,4;52
14;2022-05-16 10:56:00;20,6;60,1
15;2022-05-16 11:01:00;22,6;61,9
16;2022-05-16 11:06:00;24;62,6
17;2022-05-16 11:11:00;23,3;47,8
18;2022-05-16 11:16:00;21,6;47,1
19;2022-05-16 11:21:00;20,4;50,1
20;2022-05-16 11:26:00;20;51
21;2022-05-16 11:31:00;20;52
22;2022-05-16 11:36:00;19,9;53,1
23;2022-05-16 11:41:00;19,8;53,5
24;2022-05-16 11:46:00;20;55,6
25;2022-05-16 11:51:00;20,4;56,6
26;2022-05-16 11:56:00;20;53,6
27;2022-05-16 12:01:00;19,8;53
28;2022-05-16 12:06:00;19,7;53
29;2022-05-16 12:11:00;19,7;52
30;2022-05-16 12:16:00;19,9;52
31;2022-05-16 12:21:00;20,4;52,6
32;2022-05-16 12:26:00;21,3;55,2
33;2022-05-16 12:31:00;21,5;50,2
34;2022-05-16 12:36:00;21,1;48,1
35;2022-05-16 12:41:00;20,8;48
36;2022-05-16 12:46:00;20,9;49,1
37;2022-05-16 12:51:00;21;48,6
38;2022-05-16 12:56:00;20,9;48,6
39;2022-05-16 13:01:00;20,9;49,1
40;2022-05-16 13:06:00;21;51,2
41;2022-05-16 13:11:00;21,1;50,7
42;2022-05-16 13:16:00;20,9;50,1
43;2022-05-16 13:21:00;21;49,1
44;2022-05-16 13:26:00;21,4;50,1
45;2022-05-16 13:31:00;21,8;49,6
46;2022-05-16 13:36:00;22,1;49,7
47;2022-05-16 13:41:00;22,4;49,2
48;2022-05-16 13:46:00;22,6;49,2
49;2022-05-16 13:51:00;22,4;51,3
50;2022-05-16 13:56:00;22,3;49,8
51;2022-05-16 14:01:00;22;49,2
52;2022-05-16 14:06:00;21,7;49,2
53;2022-05-16 14:11:00;21,4;48,1
54;2022-05-16 14:16:00;21,2;47,6
55;2022-05-16 14:21:00;20,8;48,6
56;2022-05-16 14:26:00;20,8;48,1
57;2022-05-16 14:31:00;20,7;49,1
58;2022-05-16 14:36:00;20,8;49,1
59;2022-05-16 14:41:00;20,8;50,1
60;2022-05-16 14:46:00;20,9;49,6
61;2022-05-16 14:51:00;21;50,1
62;2022-05-16 14:56:00;21,1;50,2
63;2022-05-16 15:01:00;21,5;51,2
64;2022-05-16 15:06:00;21,6;47,1
65;2022-05-16 15:11:00;20,3;48
66;2022-05-16 15:16:00;19,6;48,9
67;2022-05-16 15:21:00;19,2;49,9
68;2022-05-16 15:26:00;18,9;50,4
69;2022-05-16 15:31:00;18,8;50,9
70;2022-05-16 15:36:00;18,8;51,4
71;2022-05-16 15:41:00;18,7;51,4
72;2022-05-16 15:46:00;18,7;51,4
73;2022-05-16 15:51:00;18,7;51,9
74;2022-05-16 15:56:00;18,7;51,9
75;2022-05-16 16:01:00;18,7;51,9
76;2022-05-16 16:06:00;18,6;51,9
77;2022-05-16 16:11:00;18,6;51,9
78;2022-05-16 16:16:00;18,6;51,9
79;2022-05-16 16:21:00;18,6;51,9
80;2022-05-16 16:26:00;18,6;51,9
81;2022-05-16 16:31:00;18,5;51,9
82;2022-05-16 16:36:00;18,5;51,9
83;2022-05-16 16:41:00;18,5;51,8
84;2022-05-16 16:46:00;18,4;51,8
85;2022-05-16 16:51:00;18,4;51,8
86;2022-05-16 16:56:00;18,4;52,3
87;2022-05-16 17:01:00;18,4;52,3
88;2022-05-16 17:06:00;18,4;52,3
89;2022-05-16 17:11:00;18,3;52,3
90;2022-05-16 17:16:00;18,3;52,3
91;2022-05-16 17:21:00;18,2;52,3
92;2022-05-16 17:26:00;18,2;52,8
93;2022-05-16 17:31:00;18,1;52,8
94;2022-05-16 17:36:00;18;52,8
95;2022-05-16 17:41:00;17,9;52,8
96;2022-05-16 17:46:00;17,8;52,8
97;2022-05-16 17:51:00;17,7;53,2
98;2022-05-16 17:56:00;17,6;53,2
99;2022-05-16 18:01:00;17,6;53,7
100;2022-05-16 18:06:00;17,5;53,7
101;2022-05-16 18:11:00;17,4;53,7
102;2022-05-16 18:16:00;17,3;54,2
103;2022-05-16 18:21:00;17,2;54,2
104;2022-05-16 18:26:00;17,1;54,2
105;2022-05-16 18:31:00;17;54,6
106;2022-05-16 18:36:00;16,9;54,6
107;2022-05-16 18:41:00;16,9;54,6
108;2022-05-16 18:46:00;16,8;55,1
109;2022-05-16 18:51:00;16,7;55,1
110;2022-05-16 18:56:00;16,7;55,1
111;2022-05-16 19:01:00;16,6;55,6
112;2022-05-16 19:06:00;16,5;55,6
113;2022-05-16 19:11:00;16,5;55,5
114;2022-05-16 19:16:00;16,4;55,5
115;2022-05-16 19:21:00;16,3;55,5
116;2022-05-16 19:26:00;16,3;56
117;2022-05-16 19:31:00;16,2;56
118;2022-05-16 19:36:00;16,2;56
119;2022-05-16 19:41:00;16,2;56
120;2022-05-16 19:46:00;16,1;56,5
121;2022-05-16 19:51:00;16,1;56,5
122;2022-05-16 19:56:00;16;56,5
123;2022-05-16 20:01:00;16;56,5
124;2022-05-16 20:06:00;15,9;56,4
125;2022-05-16 20:11:00;15,9;56,4
126;2022-05-16 20:16:00;15,8;56,4
127;2022-05-16 20:21:00;15,8;56,4
128;2022-05-16 20:26:00;15,8;56,9
129;2022-05-16 20:31:00;15,7;56,9
130;2022-05-16 20:36:00;15,7;56,9
131;2022-05-16 20:41:00;15,7;56,9
132;2022-05-16 20:46:00;15,6;57,4
133;2022-05-16 20:51:00;15,6;57,4
134;2022-05-16 20:56:00;15,6;57,4
135;2022-05-16 21:01:00;15,6;57,4
136;2022-05-16 21:06:00;15,6;57,4
137;2022-05-16 21:11:00;15,5;57,4
138;2022-05-16 21:16:00;15,5;57,4
139;2022-05-16 21:21:00;15,5;57,3
140;2022-05-16 21:26:00;15,4;57,8
141;2022-05-16 21:31:00;15,4;57,8
142;2022-05-16 21:36:00;15,3;57,8
143;2022-05-16 21:41:00;15,3;57,8
144;2022-05-16 21:46:00;15,3;57,8
145;2022-05-16 21:51:00;15,2;57,8
146;2022-05-16 21:56:00;15,2;57,8
147;2022-05-16 22:01:00;15,2;57,8
148;2022-05-16 22:06:00;15,1;58,3
149;2022-05-16 22:11:00;15,1;57,8
150;2022-05-16 22:16:00;15;57,8
151;2022-05-16 22:21:00;15;58,2
152;2022-05-16 22:26:00;15;58,2
153;2022-05-16 22:31:00;14,9;58,2
154;2022-05-16 22:36:00;14,9;58,2
155;2022-05-16 22:41:00;14,9;58,2
156;2022-05-16 22:46:00;14,9;58,2
157;2022-05-16 22:51:00;14,9;58,2
158;2022-05-16 22:56:00;14,8;58,2
159;2022-05-16 23:01:00;14,8;58,2
160;2022-05-16 23:06:00;14,7;58,2
161;2022-05-16 23:11:00;14,7;58,2
162;2022-05-16 23:16:00;14,7;58,2
163;2022-05-16 23:21:00;14,7;58,2
164;2022-05-16 23:26:00;14,6;58,2
165;2022-05-16 23:31:00;14,6;58,2
166;2022-05-16 23:36:00;14,6;58,2
167;2022-05-16 23:41:00;14,5;58,2
168;2022-05-16 23:46:00;14,5;58,2
169;2022-05-16 23:51:00;14,5;58,2
170;2022-05-16 23:56:00;14,4;58,2
171;2022-05-17 00:01:00;14,4;58,2
172;2022-05-17 00:06:00;14,4;58,2
173;2022-05-17 00:11:00;14,4;58,2
174;2022-05-17 00:16:00;14,4;58,2
175;2022-05-17 00:21:00;14,3;58,1
176;2022-05-17 00:26:00;14,3;58,6
177;2022-05-17 00:31:00;14,3;58,6
178;2022-05-17 00:36:00;14,3;58,6
179;2022-05-17 00:41:00;14,2;58,6
180;2022-05-17 00:46:00;14,2;58,1
181;2022-05-17 00:51:00;14,2;58,6
182;2022-05-17 00:56:00;14,2;58,1
183;2022-05-17 01:01:00;14,2;58,6
184;2022-05-17 01:06:00;14,2;58,1
185;2022-05-17 01:11:00;14,1;58,1
186;2022-05-17 01:16:00;14,1;58,1
187;2022-05-17 01:21:00;14,1;58,1
188;2022-05-17 01:26:00;14,1;58,1
189;2022-05-17 01:31:00;14;58,1
190;2022-05-17 01:36:00;14;58,1
191;2022-05-17 01:41:00;14;58,1
192;2022-05-17 01:46:00;13,9;58,1
193;2022-05-17 01:51:00;13,9;58,1
194;2022-05-17 01:56:00;13,9;58,1
195;2022-05-17 02:01:00;13,8;58,1
196;2022-05-17 02:06:00;13,8;58,1
197;2022-05-17 02:11:00;13,8;58,1
198;2022-05-17 02:16:00;13,7;58,1
199;2022-05-17 02:21:00;13,7;57,6
200;2022-05-17 02:26:00;13,7;57,6
201;2022-05-17 02:31:00;13,7;57,6
202;2022-05-17 02:36:00;13,6;57,6
203;2022-05-17 02:41:00;13,6;57,6
204;2022-05-17 02:46:00;13,6;57,6
205;2022-05-17 02:51:00;13,6;57,6
206;2022-05-17 02:56:00;13,6;57,1
207;2022-05-17 03:01:00;13,6;57,1
208;2022-05-17 03:06:00;13,6;57,1
209;2022-05-17 03:11:00;13,5;57,1
210;2022-05-17 03:16:00;13,5;57,1
211;2022-05-17 03:21:00;13,5;57,1
212;2022-05-17 03:26:00;13,4;57,1
213;2022-05-17 03:31:00;13,4;57
214;2022-05-17 03:36:00;13,4;56,6
215;2022-05-17 03:41:00;13,3;56,6
216;2022-05-17 03:46:00;13,3;56,6
217;2022-05-17 03:51:00;13,3;56,6
218;2022-05-17 03:56:00;13,3;56,5
219;2022-05-17 04:01:00;13,3;56,5
220;2022-05-17 04:06:00;13,2;56,5
221;2022-05-17 04:11:00;13,2;56,5
222;2022-05-17 04:16:00;13,2;56,5
223;2022-05-17 04:21:00;13,1;56,5
224;2022-05-17 04:26:00;13,1;56,5
225;2022-05-17 04:31:00;13,1;56,5
226;2022-05-17 04:36:00;13,1;56,5
227;2022-05-17 04:41:00;13,1;56,5
228;2022-05-17 04:46:00;13;56,5
229;2022-05-17 04:51:00;13;56,5
230;2022-05-17 04:56:00;13;56,5
231;2022-05-17 05:01:00;13;56,5
232;2022-05-17 05:06:00;13;56,5
233;2022-05-17 05:11:00;12,9;56,5
234;2022-05-17 05:16:00;12,9;56
235;2022-05-17 05:21:00;12,9;56,5
236;2022-05-17 05:26:00;12,9;56,5
237;2022-05-17 05:31:00;12,9;56,5
238;2022-05-17 05:36:00;12,9;56,5
239;2022-05-17 05:41:00;12,9;56,5
240;2022-05-17 05:46:00;12,9;56,5
241;2022-05-17 05:51:00;12,9;56,5
242;2022-05-17 05:56:00;12,9;56,5
243;2022-05-17 06:01:00;12,8;56,5
244;2022-05-17 06:06:00;12,8;56,5
245;2022-05-17 06:11:00;12,8;56,5
246;2022-05-17 06:16:00;12,8;56,5
247;2022-05-17 06:21:00;12,8;56,5
248;2022-05-17 06:26:00;12,8;56,5
249;2022-05-17 06:31:00;12,8;56,5
250;2022-05-17 06:36:00;12,7;56,5
251;2022-05-17 06:41:00;12,7;56,5
252;2022-05-17 06:46:00;12,7;56,5
253;2022-05-17 06:51:00;12,7;56,5
254;2022-05-17 06:56:00;12,7;56,5
255;2022-05-17 07:01:00;12,6;56,5
256;2022-05-17 07:06:00;12,6;56,5
257;2022-05-17 07:11:00;12,6;56,4
258;2022-05-17 07:16:00;12,6;56,4
259;2022-05-17 07:21:00;12,6;56,4
260;2022-05-17 07:26:00;12,6;56,4
261;2022-05-17 07:31:00;12,5;56,4
262;2022-05-17 07:36:00;12,5;56,4
263;2022-05-17 07:41:00;12,5;56,4
264;2022-05-17 07:46:00;12,5;56,4
265;2022-05-17 07:51:00;12,5;56,4
266;2022-05-17 07:56:00;12,5;56,4
267;2022-05-17 08:01:00;12,5;56,4
268;2022-05-17 08:06:00;12,4;56,4
269;2022-05-17 08:11:00;12,5;56,4
270;2022-05-17 08:16:00;12,5;56,4
271;2022-05-17 08:21:00;12,5;56,4
272;2022-05-17 08:26:00;12,5;56,4
273;2022-05-17 08:31:00;12,5;56,9
274;2022-05-17 08:36:00;12,5;56,9
275;2022-05-17 08:41:00;12,5;56,9
276;2022-05-17 08:46:00;12,6;56,9
277;2022-05-17 08:51:00;12,6;56,5
278;2022-05-17 08:56:00;12,7;56,5
279;2022-05-17 09:01:00;12,7;56,5
280;2022-05-17 09:06:00;12,8;56,5
281;2022-05-17 09:11:00;12,8;56,5
282;2022-05-17 09:16:00;12,9;57
283;2022-05-17 09:21:00;12,9;57
284;2022-05-17 09:26:00;13;57
285;2022-05-17 09:31:00;13;57
286;2022-05-17 09:36:00;13,1;57
287;2022-05-17 09:41:00;13,2;57
