Informe de datos;;;;;
Archivo creado el:2022-05-28 18:02:45;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:19
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V775;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2095;;MKT;20,7;
Primera lectura;2022-05-21 11:32:19;;Última lectura;2022-05-28 18:02:19;
Máximo(Temperatura);25,3°C;;Mínimo(Temperatura);17,3°C;
Promedio(Temperatura);20,5°C;;Tiempo de grabación;7D 6H 30M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,8%;;Mínimo(Humedad);55,2%;
Promedio(Humedad);70,0%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:19;24,9;58,5;;
2;2022-05-21 11:37:19;23,7;61,7;;
3;2022-05-21 11:42:19;22,7;63,9;;
4;2022-05-21 11:47:19;22,2;64,7;;
5;2022-05-21 11:52:19;21,6;65,5;;
6;2022-05-21 11:57:19;21,3;66,4;;
7;2022-05-21 12:02:19;21;66,8;;
8;2022-05-21 12:07:19;20,8;67,7;;
9;2022-05-21 12:12:19;20,6;68,1;;
10;2022-05-21 12:17:19;20,5;68,5;;
11;2022-05-21 12:22:19;20,3;69;;
12;2022-05-21 12:27:19;20,3;68,9;;
13;2022-05-21 12:32:19;20,3;70,3;;
14;2022-05-21 12:37:19;20,9;70,4;;
15;2022-05-21 12:42:19;21,2;69,6;;
16;2022-05-21 12:47:19;21,4;68,7;;
17;2022-05-21 12:52:19;22;71;;
18;2022-05-21 12:57:19;21,9;67,9;;
19;2022-05-21 13:02:19;21,6;67,8;;
20;2022-05-21 13:07:19;21,6;68,3;;
21;2022-05-21 13:12:19;21,7;67,4;;
22;2022-05-21 13:17:19;22;67,4;;
23;2022-05-21 13:22:19;22,1;67,5;;
24;2022-05-21 13:27:19;22,2;67,5;;
25;2022-05-21 13:32:19;22,3;67,5;;
26;2022-05-21 13:37:19;22,4;67,1;;
27;2022-05-21 13:42:19;22,5;67,1;;
28;2022-05-21 13:47:19;22,6;66,6;;
29;2022-05-21 13:52:19;22,5;67,1;;
30;2022-05-21 13:57:19;22,5;67,5;;
31;2022-05-21 14:02:19;22,4;68;;
32;2022-05-21 14:07:19;22,5;67,5;;
33;2022-05-21 14:12:19;22,4;68;;
34;2022-05-21 14:17:19;22,4;68;;
35;2022-05-21 14:22:19;22,3;68,9;;
36;2022-05-21 14:27:19;22,3;69,3;;
37;2022-05-21 14:32:19;22,2;68,4;;
38;2022-05-21 14:37:19;22,1;68,4;;
39;2022-05-21 14:42:19;22;68,4;;
40;2022-05-21 14:47:19;22;67,9;;
41;2022-05-21 14:52:19;22;67,9;;
42;2022-05-21 14:57:19;22;68,3;;
43;2022-05-21 15:02:19;21,9;68,3;;
44;2022-05-21 15:07:19;21,9;67,9;;
45;2022-05-21 15:12:19;21,9;67,9;;
46;2022-05-21 15:17:19;21,9;67,9;;
47;2022-05-21 15:22:19;21,9;67,9;;
