RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;C001;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2507;;
Temperature Maximum;22,2°C;;
Temperature Minimum;11,7°C;;
Temperature Average;16,3°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;99%RH;;
Humidity Minimum;0,1%RH;;
Humidity Average;56,4%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;23/04/2022 10:22;;
End Time;02/05/2022 3:12;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;23/04/2022 10:16;18,6;47,7
2;23/04/2022 10:21;18,5;49,2
3;23/04/2022 10:26;18,5;48,7
4;23/04/2022 10:31;18,4;48,7
5;23/04/2022 10:36;18,3;49,7
6;23/04/2022 10:41;18,2;50,1
7;23/04/2022 10:46;18,1;51,1
8;23/04/2022 10:51;18,1;51,2
9;23/04/2022 10:56;18,1;36,8
10;23/04/2022 11:01;18,1;42,9
11;23/04/2022 11:06;18;50,6
12;23/04/2022 11:11;18;31,2
13;23/04/2022 11:16;18;50,6
14;23/04/2022 11:21;18;50,6
15;23/04/2022 11:26;17,9;58,8
16;23/04/2022 11:31;18;58,9
17;23/04/2022 11:36;18;58,1
18;23/04/2022 11:41;18;54,9
19;23/04/2022 11:46;18;54,1
20;23/04/2022 11:51;18,6;53,6
21;23/04/2022 11:56;20,1;51,9
22;23/04/2022 12:01;20,7;50
23;23/04/2022 12:06;19,9;51
24;23/04/2022 12:11;19,9;50,9
25;23/04/2022 12:16;20;51,4
26;23/04/2022 12:21;20,5;51
27;23/04/2022 12:26;20,2;50,4
28;23/04/2022 12:31;20,3;51,5
29;23/04/2022 12:36;20;50,4
30;23/04/2022 12:41;18,9;51,2
31;23/04/2022 12:46;18,4;51,7
32;23/04/2022 12:51;18;52,6
33;23/04/2022 12:56;17,9;52,6
34;23/04/2022 13:01;17,9;53,6
35;23/04/2022 13:06;17,8;53,6
36;23/04/2022 13:11;17,8;53,6
37;23/04/2022 13:16;17,9;53,6
38;23/04/2022 13:21;17,9;54,1
39;23/04/2022 13:26;17,9;54,1
40;23/04/2022 13:31;17,9;54,1
41;23/04/2022 13:36;17,9;54,1
42;23/04/2022 13:41;18;54,6
43;23/04/2022 13:46;18;54,6
44;23/04/2022 13:51;18;54,6
45;23/04/2022 13:56;18,1;54,1
46;23/04/2022 14:01;18,1;54,6
47;23/04/2022 14:06;18,1;54,6
48;23/04/2022 14:11;18,2;54,6
49;23/04/2022 14:16;18,2;54,6
50;23/04/2022 14:21;18,2;54,6
51;23/04/2022 14:26;18,2;54,6
52;23/04/2022 14:31;18,2;54,6
53;23/04/2022 14:36;18,3;54,1
54;23/04/2022 14:41;18,3;54,1
55;23/04/2022 14:46;18,3;54,1
56;23/04/2022 14:51;18,4;53,7
57;23/04/2022 14:56;18,5;53,7
58;23/04/2022 15:01;18,5;53,7
59;23/04/2022 15:06;18,6;53,7
60;23/04/2022 15:11;18,6;53,2
61;23/04/2022 15:16;18,7;52,7
62;23/04/2022 15:21;18,7;52,7
63;23/04/2022 15:26;18,7;52,2
64;23/04/2022 15:31;18,8;52,2
65;23/04/2022 15:36;18,8;52,2
66;23/04/2022 15:41;18,9;51,7
67;23/04/2022 15:46;19;51,8
68;23/04/2022 15:51;19;51,8
69;23/04/2022 15:56;19;51,8
70;23/04/2022 16:01;19,1;51,3
71;23/04/2022 16:06;19,1;51,3
72;23/04/2022 16:11;19,2;51,3
73;23/04/2022 16:16;19,2;51,3
74;23/04/2022 16:21;19,3;51,3
75;23/04/2022 16:26;19,3;51,3
76;23/04/2022 16:31;19,3;51,3
77;23/04/2022 16:36;19,3;51,3
78;23/04/2022 16:41;19,3;51,3
79;23/04/2022 16:46;19,3;51,3
80;23/04/2022 16:51;19,3;51,3
81;23/04/2022 16:56;19,3;51,3
82;23/04/2022 17:01;19,3;51,3
83;23/04/2022 17:06;19,3;51,3
84;23/04/2022 17:11;19,4;51,3
85;23/04/2022 17:16;19,3;51,8
86;23/04/2022 17:21;19,3;51,8
87;23/04/2022 17:26;19,2;51,8
88;23/04/2022 17:31;19,1;51,8
89;23/04/2022 17:36;19,1;51,8
90;23/04/2022 17:41;19;52,3
91;23/04/2022 17:46;18,9;52,3
92;23/04/2022 17:51;18,9;52,7
93;23/04/2022 17:56;18,9;52,7
94;23/04/2022 18:01;18,9;52,7
95;23/04/2022 18:06;18,9;52,7
96;23/04/2022 18:11;18,9;52,7
97;23/04/2022 18:16;18,8;52,7
98;23/04/2022 18:21;18,9;52,7
99;23/04/2022 18:26;18,9;53,2
100;23/04/2022 18:31;18,8;53,2
101;23/04/2022 18:36;18,8;53,2
102;23/04/2022 18:41;18,8;53,2
103;23/04/2022 18:46;18,7;53,2
104;23/04/2022 18:51;18,7;53,2
105;23/04/2022 18:56;18,7;53,7
106;23/04/2022 19:01;18,7;53,7
107;23/04/2022 19:06;18,7;53,7
108;23/04/2022 19:11;#N/A;53,7
109;23/04/2022 19:16;18,7;53,7
110;23/04/2022 19:21;18,6;53,7
111;23/04/2022 19:26;18,8;53,7
112;23/04/2022 19:31;18,8;53,7
113;23/04/2022 19:36;18,8;#N/A
114;23/04/2022 19:41;18,8;53,7
115;23/04/2022 19:46;18,7;53,7
116;23/04/2022 19:51;18,6;#N/A
117;23/04/2022 19:56;18,6;53,7
118;23/04/2022 20:01;18,7;53,7
119;23/04/2022 20:06;18,6;54,2
120;23/04/2022 20:11;18,6;53,7
121;23/04/2022 20:16;18,6;54,2
122;23/04/2022 20:21;18,6;54,2
123;23/04/2022 20:26;18,6;54,2
124;23/04/2022 20:31;18,7;54,2
125;23/04/2022 20:36;18,7;54,2
126;23/04/2022 20:41;18,6;53,7
127;23/04/2022 20:46;18,6;54,2
128;23/04/2022 20:51;18,6;54,2
129;23/04/2022 20:56;18,6;54,2
130;23/04/2022 21:01;18,6;54,2
131;23/04/2022 21:06;18,6;54,2
132;23/04/2022 21:11;18,6;54,2
133;23/04/2022 21:16;18,6;54,2
134;23/04/2022 21:21;18,6;54,2
135;23/04/2022 21:26;18,5;54,2
136;23/04/2022 21:31;18,6;54,2
137;23/04/2022 21:36;18,6;54,2
138;23/04/2022 21:41;18,6;54,2
139;23/04/2022 21:46;18,5;53,7
140;23/04/2022 21:51;18,5;53,7
141;23/04/2022 21:56;18,5;53,7
142;23/04/2022 22:01;18,5;54,2
143;23/04/2022 22:06;18,4;54,2
144;23/04/2022 22:11;18,4;53,7
145;23/04/2022 22:16;18,4;54,2
146;23/04/2022 22:21;18,4;54,1
147;23/04/2022 22:26;18,3;54,1
148;23/04/2022 22:31;18,3;54,1
149;23/04/2022 22:36;18,3;54,1
150;23/04/2022 22:41;18,2;54,1
151;23/04/2022 22:46;18,2;54,1
152;23/04/2022 22:51;18,2;54,1
153;23/04/2022 22:56;18,1;54,6
154;23/04/2022 23:01;18;54,6
155;23/04/2022 23:06;18;54,6
156;23/04/2022 23:11;17,9;54,6
157;23/04/2022 23:16;17,9;55,1
158;23/04/2022 23:21;17,8;55
159;23/04/2022 23:26;17,8;55
