Informe de datos;;;;;
Archivo creado el:2022-05-28 18:52:48;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:42
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V772;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Alarma;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2104;;MKT;19,8;
Primera lectura;2022-05-21 11:33:42;;Última lectura;2022-05-28 18:48:42;
Máximo(Temperatura);26,1°C;;Mínimo(Temperatura);17,1°C;
Promedio(Temperatura);19,7°C;;Tiempo de grabación;7D 7H 15M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);90,5%;;Mínimo(Humedad);56,9%;
Promedio(Humedad);72,4%;;;;
Primera alarma(Humedad);27-05-2022 11:08;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:42;24,8;56,9;;
2;2022-05-21 11:38:42;23,1;60,1;;
3;2022-05-21 11:43:42;22,2;62,4;;
4;2022-05-21 11:48:42;22,8;61,5;;
5;2022-05-21 11:53:42;21,6;63,2;;
6;2022-05-21 11:58:42;21;64,5;;
7;2022-05-21 12:03:42;20,8;65,8;;
8;2022-05-21 12:08:42;20,5;66,3;;
9;2022-05-21 12:13:42;20,4;66,7;;
10;2022-05-21 12:18:42;20,4;66,7;;
11;2022-05-21 12:23:42;20,4;67,1;;
12;2022-05-21 12:28:42;20,4;68;;
13;2022-05-21 12:33:42;20,4;68,5;;
14;2022-05-21 12:38:42;20,4;68,5;;
15;2022-05-21 12:43:42;20,3;68,9;;
16;2022-05-21 12:48:42;20,3;68,9;;
17;2022-05-21 12:53:42;20,3;69,4;;
18;2022-05-21 12:58:42;20,3;69,8;;
19;2022-05-21 13:03:42;20,3;70,3;;
20;2022-05-21 13:08:42;20,3;70,3;;
21;2022-05-21 13:13:42;20,4;70,3;;
22;2022-05-21 13:18:42;20,4;70,3;;
23;2022-05-21 13:23:42;20,4;70,3;;
24;2022-05-21 13:28:42;20,5;70,7;;
25;2022-05-21 13:33:42;20,5;70,8;;
26;2022-05-21 13:38:42;20,6;70,8;;
27;2022-05-21 13:43:42;20,7;71,2;;
28;2022-05-21 13:48:42;20,7;71,2;;
29;2022-05-21 13:53:42;20,8;70,8;;
30;2022-05-21 13:58:42;20,8;70,8;;
31;2022-05-21 14:03:42;20,8;71,2;;
32;2022-05-21 14:08:42;20,9;70,8;;
33;2022-05-21 14:13:42;20,9;70,8;;
34;2022-05-21 14:18:42;20,9;70,8;;
35;2022-05-21 14:23:42;21,1;71,3;;
36;2022-05-21 14:28:42;21;70,8;;
37;2022-05-21 14:33:42;21;70,8;;
38;2022-05-21 14:38:42;20,9;71,3;;
39;2022-05-21 14:43:42;20,9;70,8;;
40;2022-05-21 14:48:42;20,9;70,8;;
41;2022-05-21 14:53:42;20,9;70,8;;
42;2022-05-21 14:58:42;21;70,8;;
43;2022-05-21 15:03:42;21;70,8;;
44;2022-05-21 15:08:42;21;70,4;;
45;2022-05-21 15:13:42;21;70,4;;
46;2022-05-21 15:18:42;21;70,4;;
