Informe de datos;;;;;
Archivo creado el:2022-05-28 18:24:47;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:36
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V808;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2061;;MKT;21,2;
Primera lectura;2022-05-21 11:32:36;;Última lectura;2022-05-28 15:12:36;
Máximo(Temperatura);25,4°C;;Mínimo(Temperatura);17,8°C;
Promedio(Temperatura);21,1°C;;Tiempo de grabación;7D 3H 40M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);78,8%;;Mínimo(Humedad);54,3%;
Promedio(Humedad);68,9%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:36;24,7;58,4;;
2;2022-05-21 11:37:36;23,5;62,1;;
3;2022-05-21 11:42:36;22,5;63,8;;
4;2022-05-21 11:47:36;22,2;64,7;;
5;2022-05-21 11:52:36;21,6;66;;
6;2022-05-21 11:57:36;21,3;66,9;;
7;2022-05-21 12:02:36;21;67,7;;
8;2022-05-21 12:07:36;20,8;68,1;;
9;2022-05-21 12:12:36;20,6;68,6;;
10;2022-05-21 12:17:36;20,5;69;;
11;2022-05-21 12:22:36;20,4;69,4;;
12;2022-05-21 12:27:36;20,3;69,4;;
13;2022-05-21 12:32:36;20,3;69,9;;
14;2022-05-21 12:37:36;20,9;71,3;;
15;2022-05-21 12:42:36;21,3;70,5;;
16;2022-05-21 12:47:36;21,5;69,2;;
17;2022-05-21 12:52:36;21,5;69,2;;
18;2022-05-21 12:57:36;21,7;69,2;;
19;2022-05-21 13:02:36;22,4;69,3;;
20;2022-05-21 13:07:36;22,3;68;;
21;2022-05-21 13:12:36;22,3;67;;
22;2022-05-21 13:17:36;22,5;66,6;;
23;2022-05-21 13:22:36;22,6;67,1;;
24;2022-05-21 13:27:36;22,7;67,1;;
25;2022-05-21 13:32:36;22,8;67,1;;
26;2022-05-21 13:37:36;22,9;66,7;;
27;2022-05-21 13:42:36;22,9;66,2;;
28;2022-05-21 13:47:36;23;66,2;;
29;2022-05-21 13:52:36;22,9;66,2;;
30;2022-05-21 13:57:36;22,9;66,7;;
31;2022-05-21 14:02:36;22,9;66,7;;
32;2022-05-21 14:07:36;22,9;67,1;;
33;2022-05-21 14:12:36;22,8;67,1;;
34;2022-05-21 14:17:36;22,8;67,1;;
35;2022-05-21 14:22:36;22,7;68;;
36;2022-05-21 14:27:36;22,7;68,5;;
37;2022-05-21 14:32:36;22,6;68;;
38;2022-05-21 14:37:36;22,5;68;;
39;2022-05-21 14:42:36;22,3;68;;
40;2022-05-21 14:47:36;22,3;67,5;;
41;2022-05-21 14:52:36;22,3;67,5;;
42;2022-05-21 14:57:36;22,2;67,9;;
43;2022-05-21 15:02:36;22,2;67,9;;
44;2022-05-21 15:07:36;22,2;67,9;;
45;2022-05-21 15:12:36;22,2;67,5;;
46;2022-05-21 15:17:36;22,2;67,5;;
47;2022-05-21 15:22:36;22,2;67,5;;
