Informe de datos;;;;;
Archivo creado el:2022-05-28 18:44:04;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:27
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V755;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:60,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2103;;MKT;20,5;
Primera lectura;2022-05-21 11:32:27;;Última lectura;2022-05-28 18:42:27;
Máximo(Temperatura);26,6°C;;Mínimo(Temperatura);17,2°C;
Promedio(Temperatura);20,3°C;;Tiempo de grabación;7D 7H 10M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,9%;;Mínimo(Humedad);55,2%;
Promedio(Humedad);70,3%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:27;24;59,3;;
2;2022-05-21 11:37:27;23,2;62,6;;
3;2022-05-21 11:42:27;22,4;65,7;;
4;2022-05-21 11:47:27;22;64,7;;
5;2022-05-21 11:52:27;21,4;65,5;;
6;2022-05-21 11:57:27;21;66,4;;
7;2022-05-21 12:02:27;20,7;67,3;;
8;2022-05-21 12:07:27;20,5;67,7;;
9;2022-05-21 12:12:27;20,3;68,1;;
10;2022-05-21 12:17:27;20,3;68,5;;
11;2022-05-21 12:22:27;20,2;69;;
12;2022-05-21 12:27:27;20,2;69,4;;
13;2022-05-21 12:32:27;20,3;69,9;;
14;2022-05-21 12:37:27;20,9;70;;
15;2022-05-21 12:42:27;21,3;69,6;;
16;2022-05-21 12:47:27;21,5;68,7;;
17;2022-05-21 12:52:27;21,7;73,2;;
18;2022-05-21 12:57:27;21,8;67,4;;
19;2022-05-21 13:02:27;21,5;67,8;;
20;2022-05-21 13:07:27;21,4;67,8;;
21;2022-05-21 13:12:27;21,5;67,8;;
22;2022-05-21 13:17:27;21,7;67,4;;
23;2022-05-21 13:22:27;21,8;67,9;;
24;2022-05-21 13:27:27;22;67,9;;
25;2022-05-21 13:32:27;22,1;67,9;;
26;2022-05-21 13:37:27;22,2;67,5;;
27;2022-05-21 13:42:27;22,2;67,1;;
28;2022-05-21 13:47:27;22,3;66,6;;
29;2022-05-21 13:52:27;22,3;67,1;;
30;2022-05-21 13:57:27;22,2;67,5;;
31;2022-05-21 14:02:27;22,2;68;;
32;2022-05-21 14:07:27;22,2;68;;
33;2022-05-21 14:12:27;22,2;68;;
34;2022-05-21 14:17:27;22,2;68;;
35;2022-05-21 14:22:27;22,2;69,3;;
36;2022-05-21 14:27:27;22,2;69,3;;
37;2022-05-21 14:32:27;22,1;68,4;;
38;2022-05-21 14:37:27;22;68,4;;
39;2022-05-21 14:42:27;21,9;68,4;;
40;2022-05-21 14:47:27;21,9;67,9;;
41;2022-05-21 14:52:27;21,9;68,4;;
42;2022-05-21 14:57:27;21,9;68,4;;
43;2022-05-21 15:02:27;21,8;68,3;;
44;2022-05-21 15:07:27;21,8;67,9;;
45;2022-05-21 15:12:27;21,8;67,9;;
46;2022-05-21 15:17:27;21,8;67,9;;
47;2022-05-21 15:22:27;21,8;67,9;;
