Informe de datos;;;;;
Archivo creado el:2022-05-28 17:46:07;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:10:15
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V815;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2096;;MKT;19,8;
Primera lectura;2022-05-21 11:10:15;;Última lectura;2022-05-28 17:45:15;
Máximo(Temperatura);27,0°C;;Mínimo(Temperatura);17,8°C;
Promedio(Temperatura);19,8°C;;Tiempo de grabación;7D 6H 35M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);80,0%;;Mínimo(Humedad);59,1%;
Promedio(Humedad);73,8%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:10:15;23,3;63,6;;
2;2022-05-21 11:15:15;22,7;63;;
3;2022-05-21 11:20:15;21,8;64,7;;
4;2022-05-21 11:25:15;21,2;66,5;;
5;2022-05-21 11:30:15;20,9;67,8;;
6;2022-05-21 11:35:15;20,7;68,2;;
7;2022-05-21 11:40:15;20,6;68,6;;
8;2022-05-21 11:45:15;20,5;69,5;;
9;2022-05-21 11:50:15;20,4;70;;
10;2022-05-21 11:55:15;20,4;70;;
11;2022-05-21 12:00:15;20,4;70;;
12;2022-05-21 12:05:15;20,4;70,4;;
13;2022-05-21 12:10:15;20,3;70,8;;
14;2022-05-21 12:15:15;20,3;70,8;;
15;2022-05-21 12:20:15;20,3;71,3;;
16;2022-05-21 12:25:15;20,3;71,3;;
17;2022-05-21 12:30:15;20,3;71,2;;
18;2022-05-21 12:35:15;20,3;71,2;;
19;2022-05-21 12:40:15;20,3;71,2;;
20;2022-05-21 12:45:15;20,3;71,7;;
21;2022-05-21 12:50:15;20,3;72,1;;
22;2022-05-21 12:55:15;20,3;72,1;;
23;2022-05-21 13:00:15;20,3;72,1;;
24;2022-05-21 13:05:15;20,2;72,1;;
25;2022-05-21 13:10:15;20,3;72,6;;
26;2022-05-21 13:15:15;20,3;72,6;;
27;2022-05-21 13:20:15;20,3;72,6;;
28;2022-05-21 13:25:15;20,3;72,6;;
29;2022-05-21 13:30:15;20,3;72,6;;
30;2022-05-21 13:35:15;20,3;73;;
31;2022-05-21 13:40:15;20,3;73;;
32;2022-05-21 13:45:15;20,3;73;;
33;2022-05-21 13:50:15;20,3;73,5;;
34;2022-05-21 13:55:15;20,3;73,4;;
35;2022-05-21 14:00:15;20,3;73,4;;
36;2022-05-21 14:05:15;20,3;73,5;;
37;2022-05-21 14:10:15;20,3;73,9;;
38;2022-05-21 14:15:15;20,3;73,9;;
39;2022-05-21 14:20:15;20,3;73,9;;
40;2022-05-21 14:25:15;20,3;73,9;;
41;2022-05-21 14:30:15;20,3;73,9;;
42;2022-05-21 14:35:15;20,3;74,3;;
43;2022-05-21 14:40:15;20,3;74,3;;
44;2022-05-21 14:45:15;20,3;74,3;;
45;2022-05-21 14:50:15;20,3;74,3;;
46;2022-05-21 14:55:15;20,3;74,3;;
47;2022-05-21 15:00:15;20,3;74,3;;
